Timestamp, P1rms (A), P2rms (A), P3rms (A), P4rms (A), P5rms (A), Vrms (V), P1 theta, P2 theta, P3 theta, P4 theta, P5 theta
Mon Sep 30 00:00:28 2013, 37, 37, 482, 464, 480, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:29 2013, 34, 35, 480, 462, 473, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:30 2013, 33, 35, 483, 462, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:31 2013, 35, 34, 479, 462, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:32 2013, 34, 39, 479, 465, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:33 2013, 37, 36, 481, 464, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:34 2013, 38, 38, 483, 469, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 33, 33, 480, 462, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:36 2013, 34, 34, 481, 463, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:37 2013, 34, 37, 483, 465, 475, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:38 2013, 38, 37, 481, 462, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 36, 36, 484, 465, 478, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:40 2013, 33, 35, 482, 464, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:41 2013, 34, 35, 480, 462, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:42 2013, 36, 33, 481, 465, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:43 2013, 35, 36, 480, 463, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 37, 37, 486, 468, 481, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:01 2013, 39, 37, 483, 463, 478, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 33, 34, 479, 462, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:03 2013, 34, 34, 479, 461, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 33, 37, 481, 464, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 36, 36, 482, 463, 476, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:06 2013, 35, 37, 484, 468, 477, 50, 1, 4, 0, 0, 54
Mon Sep 30 00:00:07 2013, 32, 34, 480, 461, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:08 2013, 34, 33, 478, 462, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:09 2013, 34, 34, 482, 463, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:10 2013, 35, 37, 479, 465, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 36, 38, 484, 467, 480, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:12 2013, 35, 37, 483, 462, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:13 2013, 32, 35, 480, 463, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:14 2013, 35, 34, 480, 460, 472, 50, 1, 5, 0, 0, 54
Mon Sep 30 00:00:15 2013, 34, 38, 482, 464, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:16 2013, 39, 37, 483, 466, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 37, 37, 485, 466, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:18 2013, 34, 33, 480, 462, 473, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:19 2013, 34, 35, 481, 461, 473, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 33, 33, 479, 462, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:21 2013, 35, 36, 479, 465, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:22 2013, 38, 36, 478, 465, 478, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 36, 35, 482, 464, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 34, 34, 480, 460, 472, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:25 2013, 33, 35, 479, 463, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:26 2013, 33, 38, 481, 464, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:27 2013, 38, 37, 480, 463, 477, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:28 2013, 37, 37, 483, 464, 480, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:29 2013, 34, 33, 481, 461, 474, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:30 2013, 34, 34, 479, 461, 474, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:31 2013, 34, 34, 480, 460, 472, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:32 2013, 33, 37, 482, 464, 476, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:33 2013, 37, 36, 482, 461, 478, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:34 2013, 37, 37, 481, 464, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 34, 34, 481, 462, 473, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:36 2013, 33, 35, 481, 462, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:37 2013, 35, 36, 480, 464, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:38 2013, 37, 36, 482, 463, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 37, 36, 482, 466, 476, 50, 4, 2, 0, 0, 54
Mon Sep 30 00:00:40 2013, 35, 34, 479, 461, 475, 50, 1, 4, 0, 0, 54
Mon Sep 30 00:00:41 2013, 35, 34, 481, 462, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:42 2013, 35, 32, 479, 461, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:43 2013, 34, 37, 481, 464, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 36, 38, 479, 464, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 37, 36, 482, 462, 473, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 33, 34, 480, 460, 474, 50, 4, 3, 0, 0, 54
Mon Sep 30 00:00:03 2013, 34, 34, 480, 461, 474, 50, 4, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 37, 37, 482, 464, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 37, 39, 480, 465, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:06 2013, 37, 38, 483, 467, 479, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:07 2013, 34, 33, 483, 464, 473, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:08 2013, 33, 34, 482, 464, 473, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:09 2013, 35, 34, 480, 463, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:10 2013, 33, 38, 482, 466, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 34, 36, 485, 464, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:12 2013, 36, 36, 484, 462, 478, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:13 2013, 32, 33, 482, 460, 475, 50, 4, 2, 0, 0, 54
Mon Sep 30 00:00:14 2013, 35, 32, 481, 461, 474, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:15 2013, 34, 37, 480, 464, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:16 2013, 35, 36, 482, 462, 477, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 37, 37, 482, 466, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:18 2013, 35, 34, 481, 462, 475, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:19 2013, 35, 35, 480, 463, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 34, 34, 480, 462, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:21 2013, 32, 37, 482, 464, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:22 2013, 38, 37, 483, 465, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 36, 36, 486, 464, 480, 50, 1, 3, 0, 0, 56
Mon Sep 30 00:00:24 2013, 34, 34, 479, 462, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:25 2013, 34, 29, 480, 462, 473, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:26 2013, 35, 36, 481, 466, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:27 2013, 38, 39, 484, 466, 479, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:28 2013, 36, 36, 485, 463, 475, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:29 2013, 34, 33, 478, 461, 474, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:30 2013, 34, 35, 481, 461, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:31 2013, 34, 34, 482, 463, 473, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:32 2013, 33, 38, 484, 464, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:33 2013, 36, 38, 482, 467, 478, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:34 2013, 36, 38, 485, 465, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 35, 34, 482, 462, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:36 2013, 35, 35, 481, 463, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:37 2013, 35, 36, 481, 467, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:38 2013, 38, 36, 486, 467, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 36, 36, 479, 463, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:40 2013, 35, 34, 481, 464, 477, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:41 2013, 35, 33, 482, 462, 473, 50, 7, 6, 0, 0, 54
Mon Sep 30 00:00:42 2013, 32, 31, 480, 463, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:43 2013, 32, 38, 482, 466, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 38, 38, 480, 465, 473, 51, 2, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 38, 37, 487, 467, 479, 51, 6, 3, 0, 0, 54
Mon Sep 30 00:00:02 2013, 33, 35, 481, 463, 477, 51, 3, 2, 0, 0, 54
Mon Sep 30 00:00:03 2013, 36, 34, 480, 464, 475, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 33, 37, 484, 466, 476, 51, 2, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 38, 37, 485, 466, 475, 51, 2, 2, 0, 0, 54
Mon Sep 30 00:00:06 2013, 38, 36, 482, 464, 478, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:07 2013, 33, 34, 481, 464, 474, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:08 2013, 34, 35, 481, 463, 476, 51, 3, 2, 0, 0, 54
Mon Sep 30 00:00:09 2013, 34, 35, 479, 463, 475, 51, 1, 3, 0, 0, 54
Mon Sep 30 00:00:10 2013, 34, 38, 483, 465, 476, 51, 2, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 38, 37, 485, 468, 473, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:12 2013, 36, 35, 484, 465, 481, 51, 1, 3, 0, 0, 56
Mon Sep 30 00:00:13 2013, 34, 33, 480, 462, 475, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:14 2013, 31, 33, 480, 463, 472, 51, 3, 2, 0, 0, 54
Mon Sep 30 00:00:15 2013, 36, 37, 485, 463, 477, 51, 2, 2, 0, 0, 54
Mon Sep 30 00:00:16 2013, 36, 37, 481, 464, 475, 51, 2, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 36, 37, 482, 463, 477, 51, 2, 2, 0, 0, 54
Mon Sep 30 00:00:18 2013, 33, 34, 481, 463, 473, 51, 2, 2, 0, 0, 54
Mon Sep 30 00:00:19 2013, 31, 34, 479, 462, 472, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 30, 29, 482, 463, 473, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:21 2013, 36, 39, 483, 464, 475, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:22 2013, 37, 38, 484, 464, 474, 51, 2, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 38, 39, 486, 464, 474, 51, 2, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 33, 33, 481, 462, 474, 51, 3, 2, 0, 0, 54
Mon Sep 30 00:00:25 2013, 30, 31, 481, 462, 473, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:26 2013, 35, 35, 482, 461, 471, 51, 1, 2, 0, 0, 52
Mon Sep 30 00:00:27 2013, 39, 36, 484, 462, 474, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:28 2013, 34, 37, 481, 462, 474, 51, 1, 3, 0, 0, 54
Mon Sep 30 00:00:29 2013, 34, 35, 480, 461, 473, 51, 1, 9, 0, 0, 54
Mon Sep 30 00:00:30 2013, 29, 29, 480, 461, 473, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:31 2013, 29, 29, 480, 460, 472, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:32 2013, 34, 38, 483, 464, 477, 51, 2, 3, 0, 0, 54
Mon Sep 30 00:00:33 2013, 37, 39, 479, 464, 473, 51, 3, 3, 0, 0, 54
Mon Sep 30 00:00:34 2013, 36, 37, 480, 463, 474, 51, 3, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 31, 32, 481, 463, 476, 51, 2, 3, 0, 0, 54
Mon Sep 30 00:00:36 2013, 31, 33, 481, 462, 474, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:37 2013, 36, 35, 483, 463, 475, 51, 1, 3, 0, 0, 54
Mon Sep 30 00:00:38 2013, 38, 36, 482, 462, 477, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 34, 38, 485, 463, 471, 51, 1, 2, 0, 0, 52
Mon Sep 30 00:00:40 2013, 33, 34, 481, 459, 475, 51, 3, 3, 0, 0, 54
Mon Sep 30 00:00:41 2013, 30, 34, 481, 461, 473, 51, 2, 2, 0, 0, 54
Mon Sep 30 00:00:42 2013, 32, 29, 481, 461, 474, 51, 1, 2, 0, 0, 54
Mon Sep 30 00:00:43 2013, 34, 38, 482, 462, 476, 51, 3, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 39, 39, 479, 462, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 36, 35, 485, 462, 475, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:02 2013, 34, 35, 481, 462, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:03 2013, 30, 30, 481, 462, 472, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 33, 35, 484, 462, 476, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:05 2013, 37, 37, 486, 465, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:06 2013, 38, 35, 484, 470, 475, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:07 2013, 33, 34, 481, 462, 472, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:08 2013, 31, 29, 482, 462, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:09 2013, 28, 30, 482, 463, 474, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:10 2013, 34, 39, 483, 462, 472, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:11 2013, 37, 37, 482, 462, 473, 50, 1, 4, 0, 0, 54
Mon Sep 30 00:00:12 2013, 36, 36, 483, 465, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:13 2013, 29, 31, 480, 462, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:14 2013, 32, 30, 480, 461, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:15 2013, 34, 36, 483, 464, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:16 2013, 37, 36, 486, 465, 475, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:17 2013, 36, 33, 478, 462, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:18 2013, 32, 34, 482, 461, 474, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:19 2013, 31, 28, 482, 460, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 31, 31, 480, 463, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:21 2013, 35, 38, 482, 464, 476, 50, 2, 4, 0, 0, 54
Mon Sep 30 00:00:22 2013, 36, 38, 482, 463, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 35, 38, 481, 466, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 33, 33, 482, 463, 473, 50, 9, 2, 0, 0, 54
Mon Sep 30 00:00:25 2013, 32, 30, 480, 461, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:26 2013, 32, 36, 483, 464, 473, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:27 2013, 36, 36, 480, 462, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:28 2013, 37, 37, 482, 467, 475, 50, 1, 4, 0, 0, 54
Mon Sep 30 00:00:29 2013, 34, 33, 481, 461, 473, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:30 2013, 30, 30, 481, 462, 472, 50, 5, 5, 0, 0, 54
Mon Sep 30 00:00:31 2013, 30, 30, 482, 461, 473, 50, 6, 2, 0, 0, 54
Mon Sep 30 00:00:32 2013, 35, 36, 480, 463, 475, 50, 2, 5, 0, 0, 54
Mon Sep 30 00:00:33 2013, 37, 37, 484, 465, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:34 2013, 36, 38, 482, 464, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 34, 28, 480, 460, 474, 50, 5, 2, 0, 0, 54
Mon Sep 30 00:00:36 2013, 30, 30, 482, 461, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:37 2013, 32, 37, 482, 463, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:38 2013, 38, 37, 481, 461, 471, 50, 1, 3, 0, 0, 52
Mon Sep 30 00:00:39 2013, 36, 38, 484, 467, 472, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:40 2013, 35, 33, 480, 462, 473, 50, 6, 5, 0, 0, 54
Mon Sep 30 00:00:41 2013, 31, 32, 479, 462, 473, 50, 9, 14, 0, 0, 54
Mon Sep 30 00:00:42 2013, 31, 31, 479, 461, 473, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:43 2013, 36, 35, 480, 459, 474, 50, 9, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 39, 38, 478, 461, 477, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 37, 35, 478, 458, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 34, 34, 478, 460, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:03 2013, 34, 33, 480, 460, 472, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 34, 37, 482, 461, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 35, 37, 481, 462, 478, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:06 2013, 34, 37, 481, 462, 471, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:07 2013, 35, 34, 479, 459, 472, 50, 3, 4, 0, 0, 54
Mon Sep 30 00:00:08 2013, 34, 30, 480, 461, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:09 2013, 31, 30, 480, 460, 471, 50, 3, 2, 0, 0, 52
Mon Sep 30 00:00:10 2013, 35, 37, 478, 462, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 38, 37, 484, 464, 476, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:12 2013, 35, 36, 479, 463, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:13 2013, 33, 35, 480, 459, 473, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:14 2013, 28, 30, 481, 459, 472, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:15 2013, 33, 38, 481, 463, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:16 2013, 37, 38, 479, 464, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 36, 37, 485, 463, 473, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:18 2013, 34, 35, 479, 459, 471, 50, 4, 2, 0, 0, 52
Mon Sep 30 00:00:19 2013, 32, 35, 480, 460, 471, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:20 2013, 35, 33, 479, 460, 473, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:21 2013, 36, 36, 477, 462, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:22 2013, 39, 37, 482, 461, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 38, 37, 483, 464, 475, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:24 2013, 34, 33, 478, 458, 470, 50, 1, 3, 0, 0, 52
Mon Sep 30 00:00:25 2013, 34, 32, 479, 460, 470, 50, 3, 3, 0, 0, 52
Mon Sep 30 00:00:26 2013, 34, 38, 479, 462, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:27 2013, 38, 37, 482, 465, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:28 2013, 37, 39, 481, 460, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 35, 33, 477, 460, 471, 50, 1, 3, 0, 0, 52
Mon Sep 30 00:00:30 2013, 34, 35, 479, 462, 472, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:31 2013, 33, 33, 480, 461, 471, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:32 2013, 35, 36, 482, 460, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:33 2013, 38, 37, 485, 461, 472, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:34 2013, 36, 39, 482, 460, 476, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:35 2013, 33, 34, 478, 457, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:36 2013, 35, 35, 479, 459, 471, 50, 3, 2, 0, 0, 52
Mon Sep 30 00:00:37 2013, 34, 37, 480, 461, 473, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:38 2013, 38, 36, 481, 463, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 36, 35, 479, 462, 477, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:40 2013, 32, 34, 479, 460, 472, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:41 2013, 33, 31, 479, 458, 471, 50, 3, 3, 0, 0, 52
Mon Sep 30 00:00:42 2013, 33, 31, 478, 460, 471, 50, 1, 2, 0, 0, 52
Mon Sep 30 00:00:43 2013, 34, 35, 482, 462, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 35, 38, 479, 461, 476, 46, 2, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 37, 37, 484, 464, 473, 46, 4, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 34, 34, 480, 458, 471, 46, 4, 2, 0, 0, 52
Mon Sep 30 00:00:03 2013, 34, 34, 478, 459, 471, 46, 3, 2, 0, 0, 52
Mon Sep 30 00:00:04 2013, 34, 38, 481, 460, 474, 46, 1, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 38, 38, 479, 460, 473, 46, 1, 2, 0, 0, 54
Mon Sep 30 00:00:06 2013, 38, 37, 480, 460, 477, 46, 1, 2, 0, 0, 54
Mon Sep 30 00:00:07 2013, 33, 33, 479, 459, 472, 46, 4, 3, 0, 0, 54
Mon Sep 30 00:00:08 2013, 32, 33, 479, 460, 473, 46, 2, 2, 0, 0, 54
Mon Sep 30 00:00:09 2013, 30, 31, 479, 458, 471, 46, 1, 2, 0, 0, 52
Mon Sep 30 00:00:10 2013, 37, 37, 481, 461, 474, 46, 1, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 35, 36, 485, 461, 468, 46, 2, 2, 0, 0, 52
Mon Sep 30 00:00:12 2013, 36, 36, 482, 464, 471, 46, 7, 3, 0, 0, 52
Mon Sep 30 00:00:13 2013, 33, 35, 478, 460, 473, 46, 1, 2, 0, 0, 54
Mon Sep 30 00:00:14 2013, 33, 33, 479, 462, 472, 46, 3, 2, 0, 0, 54
Mon Sep 30 00:00:15 2013, 37, 33, 482, 461, 472, 46, 1, 2, 0, 0, 54
Mon Sep 30 00:00:16 2013, 35, 36, 480, 462, 476, 46, 3, 3, 0, 0, 54
Mon Sep 30 00:00:17 2013, 37, 36, 482, 461, 472, 46, 2, 2, 0, 0, 54
Mon Sep 30 00:00:18 2013, 34, 35, 480, 457, 471, 46, 4, 3, 0, 0, 52
Mon Sep 30 00:00:19 2013, 31, 30, 481, 460, 472, 46, 1, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 32, 33, 481, 460, 473, 46, 1, 2, 0, 0, 54
Mon Sep 30 00:00:21 2013, 34, 37, 483, 463, 474, 46, 1, 2, 0, 0, 54
Mon Sep 30 00:00:22 2013, 36, 38, 483, 463, 477, 46, 2, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 38, 39, 482, 464, 476, 46, 2, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 34, 34, 479, 461, 473, 46, 1, 2, 0, 0, 54
Mon Sep 30 00:00:25 2013, 31, 31, 480, 460, 471, 46, 3, 3, 0, 0, 52
Mon Sep 30 00:00:26 2013, 36, 37, 480, 462, 473, 46, 2, 4, 0, 0, 54
Mon Sep 30 00:00:27 2013, 37, 37, 479, 461, 477, 46, 5, 2, 0, 0, 54
Mon Sep 30 00:00:28 2013, 36, 37, 482, 462, 478, 46, 2, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 34, 34, 479, 461, 472, 46, 4, 4, 0, 0, 54
Mon Sep 30 00:00:30 2013, 35, 34, 479, 461, 472, 46, 3, 2, 0, 0, 54
Mon Sep 30 00:00:31 2013, 33, 31, 480, 460, 472, 46, 3, 2, 0, 0, 54
Mon Sep 30 00:00:32 2013, 32, 37, 482, 463, 474, 46, 2, 3, 0, 0, 54
Mon Sep 30 00:00:33 2013, 38, 36, 482, 462, 472, 46, 1, 2, 0, 0, 54
Mon Sep 30 00:00:34 2013, 35, 34, 480, 462, 476, 46, 3, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 30, 32, 478, 460, 470, 46, 3, 2, 0, 0, 52
